en	phonetic	cn	example	exampleCn	synonym	root
flush	/flʌʃ/	vi. 发红 adj.  齐平的， 同高的	Susan flushed deeply and looked away.	苏珊脸涨得通红，目光转向别处。	同义：seed, heat, blush, massive	同根：fluster  慌乱，混乱；狼狈；激动；fluster  慌慌张张的行动；混乱；fluster  使激动；使慌张；使酩醉
heir	/ɛr/	n.  继承人	Jonson was his political heir as leader of the party.	琼森是他的政治接班人，他将担任该党派的领袖。	同义：heritor	同根：heiress  女继承人
screw	/skru/	n. 螺丝 vt.  用螺钉固定， 拧， 拧紧	Fix the frame in position and tighten the screws .	把框子固定在正确位置上，拧紧螺丝。	同义：force, spiral, turn	同根：screwy  扭曲的；螺旋形的；古怪的；疯颠的；screwdriver  螺丝刀；screwing  螺丝接合；车削螺纹
kit		n. 成套工具，成套用品；配套元件 vt.  装备	Sally keeps her make-up kit in her bag.	萨莉把化妆包放在手提包里。	同义：toolbox, prepare, equip with	
virtue	/ˈvɝtʃʊ/	n.  善， 美德； 优点， 长处	Women have often been used as symbols of virtue.	女性常被用作美德的象征。	同义：asset	
emphasize	/ˈɛmfəsaɪz/	vt.  强调， 着重	The report emphasizes the importance of improving safety standards.	报告强调了改进安全标准的重要性。	同义：stress	同根：emphasis  重点；强调；加强语气；emphasise  （英）强调；加强…的语气（等于emphasize ）
turnover	/ˈtɝnˈovɚ/	n.  营业额， 成交量； 人员调整， 人员更替率	The company had a turnover of $3.8 million.	那个公司拥有380万美元的营业额。	同义：volume of business, upturned	同根：turndown  翻领的；可翻下的；衰退的；下降的；turndown  翻领；拒绝；低落
mortal	/ˈmɔrtl/	adj. 终有一死的；致命的；你死我活的，不共戴天的 n.  凡人， 人类	Her father’s death reminded her that she was mortal.	父亲的去世让她认识到终有一天她也会死去。	同义：kill, mankind	同根：mortally  致命地；非常；mortality  死亡数，死亡率；必死性，必死的命运
coverage	/ˈkʌvərɪdʒ/	n.  新闻报道； 覆盖范围	live coverage of the match (= the match is broadcast at the same time that it is happening )	这场比赛的现场直播	同义：lay over	同根：covering  掩盖的，掩护的；cover  封面，封皮；盖子；掩蔽物；covering  遮盖物，覆盖物
figure	/ˈfɪɡjɚ/	vi. 出现；合乎情理 n. 数字；人物；算术；体型，风姿；轮廓；画像，塑像；图，图形 vt.  计算； 认为， 猜想	Reform now figures high on the agenda.	眼下，改革是当务之急。	同义：digital, occur, indicate	同根：figurative  比喻的；修饰丰富的；形容多的；figured  华丽的；有形状的；用图画表现的；有图案的；figural  借喻的；具有人的形象的；比喻的
brutal	/ˈbrutl/	adj.  野兽般的， 残忍的； 无情的， 冷酷的， 难以忍受的	a brutal man	一个凶残的男人	同义：wild	同根：brute  残忍的；无理性的；brutish  粗野的；残忍的；野兽般的；brutally  残忍地；野蛮地；兽性地
slight	/slaɪt/	adj. 轻微的，微小的 v. 侮慢；轻视，冷落	a slight improvement	些许的改进	同义：small, forget, go-by	同根：slighting  轻视的；忽视的；轻蔑的；slightly  些微地，轻微地；纤细地；slightingly  疏忽地；轻视地
ore	/ɔr/	n.  矿， 矿石	iron ore	铁矿石	同义：mine	
corrupt	/kəˈrʌpt/	adj. 堕落的，腐败的，贪赃舞弊的 vt.  腐蚀， 使堕落	Corrupt judges have taken millions of dollars in bribes.	腐败的法官接受了几百万美元的贿赂。	同义：fallen, aggravate, go to the bowwows	同根：corruptible  易腐败的；易堕落的；可以贿赂的；corruptive  使堕落的；腐败性的；使腐坏的；corruption  贪污，腐败；堕落
preclude	/prɪˈklud/	vt.  排除； 阻止， 妨碍	rules that preclude experimentation in teaching methods	禁止进行教学方法试验的规定	同义：eliminate	同根：precludable  能预防的；preclusive  妨碍的；除外的；预防的；preclusion  排除；阻止；妨碍；预防
previous	/ˈprivɪəs/	adj.  先的， 前的， 以前的	She has a teenage daughter from a previous marriage.	她有个出自前一次婚姻的十几岁的女儿。	同义：ago, antecedently	同根：previously  以前；预先；仓促地
regime	/reˈʒim/	n.  政治制度， 政权	The regime got rid of most of its opponents.	该政权清除了大多数反对者。	同义：government	同根：regimen  [医] 养生法；生活规则；政体；支配
transmit	/trænzˈmɪt/	vt.  传送， 传递； 传染； 播送， 发射	The US Open will be transmitted live via satellite.	美国公开赛将通过卫星现场直播。	同义：release	同根：transmitted  透射的；transmitting  传送中；transmissible  能传送的；能透射的；可传达的
commemorate	/kəˈmɛməret/	vt.  纪念， 庆祝	a parade to commemorate the town’s bicentenary	庆祝该镇建立200周年的游行	同义：celebrate with	同根：commemorative  纪念的；commemoration  纪念；庆典；纪念会
argue	/ˈɑrgjʊ/	vi. 争论，争辩，辩论 vt.  主张； 说服	We could hear the neighbours arguing.	我们听到邻居在争吵。	同义：debate, debate	同根：argumentative  好辩的；辩论的；争辩的；arguable  可论证的；可议的；可疑的；arguably  可论证地；可争辩地；正如可提出证据加以证明的那样地
consumption	/kənˈsʌmpʃən/	n.  消耗， 消费； 肺病	Vigorous exercise increases oxygen consumption.	剧烈运动增加氧的消耗。	同义：expense	同根：consuming  消费的；强烈的；consumed  充满的；对…著迷的；consumable  可消耗的；可消费的
premature	/,priməˈtʃʊr/	adj.  比预期时间早的； 不成熟的， 仓促的	his premature death due to cancer	他因癌症而早逝	同义：raw, pronatis	同根：prematurely  过早地；早熟地
superior	/sʊˈpɪrɪɚ/	adj. 上级的，较高的；优越的；有优越感的，高傲的 n.  上级， 长官	She had that superior tone of voice.	她带着那种傲慢的语气。	同义：ranking, higher-up	同根：superiorly  超越其他地；卓越地；superiority  优越，优势；优越性
drought	/draʊt/	n.  干旱， 旱灾	...a country where drought and famines have killed up to two million people during the last eighteen years.	…过去18年来干旱和饥荒致死达两百万人的一个国家。	同义：shortage	同根：dry  干的；口渴的；枯燥无味的；禁酒的；dried  干燥的；弄干了的；dryish  稍干的；略近干涩的
periodical	/,pɪrɪˈɑdɪkl/	adj.  周期的； 定期的； 时而发生的 n. 期刊	She made periodical visits to her dentist.	她定期去看牙医。	同义：regular, magazine	同根：period  某一时代的；periodic  周期的；定期的；periodically  定期地；周期性地；偶尔；间歇
leaflet	/ˈliflət/	v.  散发传单 n. 传单，散页印刷品，小册子	He’s leafleting the neighbourhood.	他在向街区居民散发传单。	同义：circular	
accessory	/əkˈsɛsəri/	n.  附件， 零件， 配件； 装饰品； 同谋， 帮凶， 包庇犯	bathroom accessories such as mirrors and towel-rails	镜子和毛巾架等浴室配件	同义：attachment, deputy	同根：accessary  附属的；附带的；从犯的；accessorial  附属的；增加的；补充的；accessary  附件；装饰品；从犯
compromise	/ˈkɑmprəmaɪz/	v.  妥协； 危及； 放弃 n. 妥协，和解；折中办法	She admitted that she was unable to compromise.	她承认自己无法作出妥协。	同义：harm, meet someone halfway, accommodation	同根：compromising  妥协的；让步的；compromising  妥协；让步（compromise的ing形式）
retort	/rɪˈtɔrt/	n&v.  反驳， 回嘴	‘It’s all your fault!’ he retorted.	“那都是你的错！”他反驳道。	同义：contradiction, refute, talk back	
electrify	/ɪˈlɛktrəˈfai/	vt.  使充电， 使电气化； 使激动， 使兴奋	She would sit at the piano and sing, electrifying us all.	她会边弹钢琴边唱歌，使我们大家兴奋不已。	同义：charge	同根：electric  电的；电动的；发电的；导电的；令人震惊的；electrical  有关电的；电气科学的；electrochemical  [物化] 电化学的；[物化] 电气化学的
seminar	/ˈsɛmɪnɑr/	n.  研究班， 研讨会	a Shakespeare seminar	莎士比亚研讨班	同义：forum	
fringe	/frɪndʒ/	adj. 附加的 n. 刘海；饰以流苏的边；边缘，外围 vt.  成为…的边缘	Remember to use not only the hourly wage, but also include fringe benefits.	切记不要仅仅使用小时工资，还要包括附加福利。	同义：margin, additional	同根：fringed  具流苏的，具的（等于fringy）；加穗的；带边饰的；fringy  有缘饰的；穗状的
competition	/,kɑmpəˈtɪʃən/	n.  比赛； 竞争	Going to trade fairs is an ideal opportunity to size up the competition .	参加商品交易会是估量竞争规模的理想机会。	同义：game	同根：competitive  竞争的；比赛的；求胜心切的；competing  相互矛盾的；抵触的；competitory  竞争的（等于competitive）
beyond	/bɪˈjɑnd/	adv.  在更远处， 再往后 prep. 在…的那边，远于；迟于；越出	The financing of home ownership will continue through the 1990s and beyond.	房屋产权的融资将持续到20世纪90年代及以后。	同义：above, away, yon	
hazard	/ˈhæzɚd/	n. 危险，公害 vt.  尝试着做， 冒…风险	That pile of rubbish is a fire hazard (= something that is likely to cause a fire ).	那堆垃圾是火灾隐患。	同义：risk, risk	同根：hazardous  有危险的；冒险的；碰运气的
justify	/ˈdʒʌstəˈfai/	vt.  证明…是正当的	Nothing justifies murdering another human being.	什么都不能成为谋杀他人的正当理由。		同根：just  公正的，合理的；正直的，正义的；正确的；公平的；应得的；justified  有正当理由的；合乎情理的；事出有因的；justifiable  可辩解的，有道理的；可证明为正当的
dreadful	/ˈdrɛdfəl/	adj.  糟透了的， 极不合意的； 极端的， 极其大的； 可怕的	We’ve had some dreadful weather lately.	最近我们这里的天气糟透了。	同义：terrible	同根：dread  可怕的；dreaded  令人畏惧的，可怕的；dreadfully  可怕地；极其
voluntary	/ˈvɑləntɛri/	adj.  自愿的， 志愿的	Workers are being encouraged to take voluntary redundancy.	工人被鼓励主动离职。	同义：autonomous	同根：volunteer  志愿的；voluntarily  自动地；以自由意志；volunteer  志愿者；志愿兵
connection	/kəˈnɛkʃən/	n.  连接； 联系； 连接物， 连接点； 亲戚	Police have so far failed to establish a connection between the two murders.	到目前为止警方尚未确定两宗凶杀案之间有关联。	同义：relationship	同根：connected  [计] 连接的；有联系的；连贯的；connective  连合的，连接的；connectible  可联结的
proof	/pruf/	adj.  耐…的， 能防…的 n. 证据，证明；校样，样张	Their defences are proof against most weapons.	他们的防卫工事可以抵挡大多数武器的攻击。	同义：authentication, try out	同根：proofreader  校对者，校对员
militant	/ˈmɪlɪtənt/	adj. 激进的；好斗的 n.  激进分子， 斗士	militant political activists	激进的政治活动家	同义：fighting, gamecock	同根：militancy  战斗性；交战状态；militarism  军国主义；尚武精神，好战态度；职业军人的精神；militance  战斗性；战斗状态
simulate	/ˈsɪmjulet/	vt.  模仿， 模拟； 假装， 冒充	a machine that simulates conditions in space	一台模拟太空环境的机器	同义：pattern, affected	同根：simulated  模拟的；模仿的；仿造的；simulation  仿真；模拟；模仿；假装；simulator  模拟器；假装者，模拟者
